id,observed_on,quality_grade,latitude,longitude,taxon_id,taxon_name,common_name,iconic_taxon,rank,place_guess,observer,num_id_agreements,url
35053699,2011-07-08,research,44.8803253504,-93.6835978029,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Carver County, MN, USA",jdwillson,1,https://www.inaturalist.org/observations/35053699
35053701,2011-07-08,research,44.8803253504,-93.6835978029,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,"Carver County, MN, USA",jdwillson,3,https://www.inaturalist.org/observations/35053701
46240421,2011-10-08,research,46.4447754863,-94.3716866413,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,"Cass County, MN, USA",pserani01,2,https://www.inaturalist.org/observations/46240421
46247810,2011-08-08,research,46.3587679335,-94.2291686873,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Arboretum Baxter, MN, USA",pserani01,1,https://www.inaturalist.org/observations/46247810
46248092,2011-08-10,research,46.3483751381,-94.3060869326,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Baxter, MN, USA",pserani01,1,https://www.inaturalist.org/observations/46248092
46251881,2011-05-11,research,46.3483751381,-94.3060869326,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Baxter, MN, USA",pserani01,1,https://www.inaturalist.org/observations/46251881
46252014,2011-05-11,research,46.3483751381,-94.3060869326,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Baxter, MN, USA",pserani01,1,https://www.inaturalist.org/observations/46252014
46252101,2011-05-11,research,46.3483751381,-94.3060869326,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Baxter, MN, USA",pserani01,1,https://www.inaturalist.org/observations/46252101
46270022,2011-10-08,research,46.4470587385,-94.3696956475,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,"Cass County, MN, USA",pserani01,2,https://www.inaturalist.org/observations/46270022
58973067,2011-06-18,research,47.0332939756,-92.5956267559,64968,Anaxyrus americanus,American Toad,Amphibia,species,"St Louis County, MN, USA",ryangrow,2,https://www.inaturalist.org/observations/58973067
67313377,2011-05-30,research,44.3015052953,-92.0031607116,65982,Lithobates clamitans,Green Frog,Amphibia,species,"Richard J. Dorer Memorial Hardwood State Forest, Kellogg, MN, US",matthewt6416,2,https://www.inaturalist.org/observations/67313377
67938348,2011-06-30,research,48.9782415644,-95.781408957,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Roseau County, Minnesota, USA",kristofz,2,https://www.inaturalist.org/observations/67938348
70098046,2011-08-13,research,44.8564870776,-93.2160693349,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"3815 American Blvd E, Bloomington, MN 55425, USA",graeme45,2,https://www.inaturalist.org/observations/70098046
71013421,2011-10-06,research,43.9811654902,-93.8975527163,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Blue Earth County, MN, USA",cheins1,3,https://www.inaturalist.org/observations/71013421
71092185,2011-08-12,research,44.1571421649,-94.0911153931,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Blue Earth County, MN, USA",cheins1,4,https://www.inaturalist.org/observations/71092185
72864989,2011-09-03,research,46.8031817068,-95.3523848833,66012,Lithobates sylvaticus,Wood Frog,Amphibia,species,"Wolf Lake, MN, USA",r_shofner,2,https://www.inaturalist.org/observations/72864989
82930537,2011-08-30,research,47.1925114211,-95.1686090995,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Hubbard County, MN, USA",kemerso21,1,https://www.inaturalist.org/observations/82930537
106091371,2011-09-03,research,46.3728717425,-94.2973111251,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,"Crow Wing County, MN, USA",bstubbs,5,https://www.inaturalist.org/observations/106091371
106805375,2011-08-27,research,44.733732,-95.450077,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Yellow Medicine County, MN, USA",squamatologist,3,https://www.inaturalist.org/observations/106805375
182250124,2011-07-01,research,45.4141214732,-94.0972065302,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Minnesota, US",mrodenborg,4,https://www.inaturalist.org/observations/182250124
200462182,2011-10-24,research,45.560413,-92.836802,24255,Pseudacris maculata,Boreal Chorus Frog,Amphibia,species,"Chisago County, MN, USA",naturalistdave99,2,https://www.inaturalist.org/observations/200462182
241179261,2011-08-18,research,45.3398268709,-93.3334217148,65982,Lithobates clamitans,Green Frog,Amphibia,species,"Minnesota, US",ericeae,2,https://www.inaturalist.org/observations/241179261
254023529,2011-09-28,research,45.2641026655,-93.2012415836,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254023529
254023530,2011-09-29,research,45.3816217939,-93.2091335259,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254023530
254023540,2011-10-08,research,45.3629856335,-93.2560920748,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254023540
254023541,2011-10-08,research,45.3964753544,-93.2039215317,24255,Pseudacris maculata,Boreal Chorus Frog,Amphibia,species,"Minnesota, US",carissab,3,https://www.inaturalist.org/observations/254023541
254023545,2011-10-10,research,45.3378742536,-93.3279130916,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254023545
254023548,2011-10-12,research,45.2347008758,-93.2594681289,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254023548
301091082,2011-05-29,research,48.2984123817,-95.9725570166,24255,Pseudacris maculata,Boreal Chorus Frog,Amphibia,species,"Agassiz NWR, Marshall County, MN, USA",paulmarvin,1,https://www.inaturalist.org/observations/301091082
301092715,2011-05-26,research,46.5338003848,-93.3193200773,24268,Pseudacris crucifer,Spring Peeper,Amphibia,species,"Rice Lake MWR, Aitkin County, MN, USA",paulmarvin,1,https://www.inaturalist.org/observations/301092715
301095377,2011-05-29,research,47.7017042162,-96.3093633272,64978,Anaxyrus hemiophrys,Canadian Toad,Amphibia,species,"Polk County, MN, USA",paulmarvin,1,https://www.inaturalist.org/observations/301095377
308596263,2011-09-02,research,46.8670541941,-96.7599193785,64973,Anaxyrus cognatus,Great Plains Toad,Amphibia,species,"Moorhead, MN, USA",jessejameswhite,3,https://www.inaturalist.org/observations/308596263
91576,2012-06-15,research,44.467751,-93.150813,64968,Anaxyrus americanus,American Toad,Amphibia,species,"7949–7961 Stanton Blvd, Northfield, Minnesota, US",loarie,1,http://www.inaturalist.org/observations/91576
92412,2012-06-16,research,44.4613042778,-93.149651796,65979,Lithobates catesbeianus,American Bullfrog,Amphibia,species,Carleton Collge,loarie,5,http://www.inaturalist.org/observations/92412
117319,2012-05-14,research,44.4625569,-93.185098,1668923,Dryophytes versicolor,Gray Treefrog,Amphibia,species,"St. Olaf College, Northfield, MN",hselen,3,http://www.inaturalist.org/observations/117319
117320,2012-05-13,research,44.4625569,-93.185098,64968,Anaxyrus americanus,American Toad,Amphibia,species,"St. Olaf College, Northfield, MN",hselen,1,http://www.inaturalist.org/observations/117320
515127,2012-08-03,research,43.9753333333,-92.3711666667,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"5455 Eisenhower Ln SE, Rochester, Minnesota, US",chrispherp,3,http://www.inaturalist.org/observations/515127
4646831,2012-08-30,research,46.314127,-95.679218,64968,Anaxyrus americanus,American Toad,Amphibia,species,Glendalough State Park,figaro,1,http://www.inaturalist.org/observations/4646831
4773732,2012-06-13,research,47.2308762,-95.1870918,66012,Lithobates sylvaticus,Wood Frog,Amphibia,species,"Itasca State Park, Park Rapids, MN, United States",bekkita,2,http://www.inaturalist.org/observations/4773732
8722304,2012-09-01,research,44.8987407384,-93.1964609773,65982,Lithobates clamitans,Green Frog,Amphibia,species,"Hennepin County, MN, USA",gordon_dietzman,2,https://www.inaturalist.org/observations/8722304
8947735,2012-08-04,research,46.7992187537,-96.1217379595,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Becker County, MN, USA",sgoodchild,2,https://www.inaturalist.org/observations/8947735
8947776,2012-05-29,research,46.7992187537,-96.1217379595,24255,Pseudacris maculata,Boreal Chorus Frog,Amphibia,species,"Becker County, MN, USA",sgoodchild,2,https://www.inaturalist.org/observations/8947776
10714153,2012-07-13,research,48.4443856657,-92.9047394078,65982,Lithobates clamitans,Green Frog,Amphibia,species,"St Louis County, MN, USA",figaro,3,https://www.inaturalist.org/observations/10714153
48607821,2012-06-10,research,46.4343724285,-94.0425567902,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Crow Wing County, US-MN, US",mnwild,1,https://www.inaturalist.org/observations/48607821
54200887,2012-05-26,research,47.0132627766,-92.6201923713,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,"St Louis County, MN, USA",ryangrow,2,https://www.inaturalist.org/observations/54200887
63419887,2012-06-12,research,46.1361969888,-93.721280691,27186,Plethodon cinereus,Eastern Red-backed Salamander,Amphibia,species,"Mille Lacs County, MN, USA",jeff_leclere,2,https://www.inaturalist.org/observations/63419887
66793401,2012-05-22,research,46.3596962589,-94.2279154552,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Baxter, MN, USA",pserani01,2,https://www.inaturalist.org/observations/66793401
71012121,2012-06-15,research,44.0149081992,-94.3619057352,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Blue Earth County, MN, USA",cheins1,2,https://www.inaturalist.org/observations/71012121
81225425,2012-06-06,research,46.5302833333,-93.3000833333,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Aitkin County, MN, USA",djm,2,https://www.inaturalist.org/observations/81225425
81225479,2012-07-15,research,46.529957,-93.298337,24268,Pseudacris crucifer,Spring Peeper,Amphibia,species,"Aitkin County, MN, USA",djm,2,https://www.inaturalist.org/observations/81225479
81225495,2012-05-29,research,46.6950333333,-93.3197333333,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,"Aitkin County, MN, USA",djm,2,https://www.inaturalist.org/observations/81225495
99787033,2012-06-24,research,46.135597506,-93.7251806259,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Mille Lacs County, MN, USA",fsadjadi,2,https://www.inaturalist.org/observations/99787033
107119659,2012-04-08,research,46.04894,-92.41732,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,", Wisconsin, United States",squamatologist,4,https://www.inaturalist.org/observations/107119659
107119661,2012-04-08,research,46.04613,-92.4177,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,", Wisconsin, United States",squamatologist,4,https://www.inaturalist.org/observations/107119661
107119662,2012-04-08,research,46.04613,-92.4177,66012,Lithobates sylvaticus,Wood Frog,Amphibia,species,", Wisconsin, United States",squamatologist,3,https://www.inaturalist.org/observations/107119662
107120614,2012-04-08,research,46.04638,-92.41743,27652,Hemidactylium scutatum,Four-toed Salamander,Amphibia,species,", Wisconsin, United States",squamatologist,4,https://www.inaturalist.org/observations/107120614
107120952,2012-04-08,research,46.04638,-92.41743,27652,Hemidactylium scutatum,Four-toed Salamander,Amphibia,species,"Pine County, MN, USA",squamatologist,4,https://www.inaturalist.org/observations/107120952
107142450,2012-04-29,research,44.1399365331,-92.0618709411,66002,Lithobates palustris,Pickerel Frog,Amphibia,species,"Minnesota, US",squamatologist,3,https://www.inaturalist.org/observations/107142450
107163918,2012-05-27,research,45.42176,-93.18672,123594,Anaxyrus americanus americanus,Eastern American Toad,Amphibia,subspecies,"Athens, Minnesota, United States",squamatologist,2,https://www.inaturalist.org/observations/107163918
107493959,2012-07-02,research,45.315762,-93.067202,66007,Lithobates septentrionalis,Mink Frog,Amphibia,species,"Wyoming, Minnesota, United States",squamatologist,2,https://www.inaturalist.org/observations/107493959
107493966,2012-07-02,research,45.315762,-93.067202,66007,Lithobates septentrionalis,Mink Frog,Amphibia,species,"Wyoming, Minnesota, United States",squamatologist,3,https://www.inaturalist.org/observations/107493966
107494304,2012-07-03,research,45.315762,-93.067202,66007,Lithobates septentrionalis,Mink Frog,Amphibia,species,"Columbus, MN, USA",squamatologist,2,https://www.inaturalist.org/observations/107494304
107494915,2012-07-12,research,45.320635,-93.951022,66007,Lithobates septentrionalis,Mink Frog,Amphibia,species,"Silver Creek, Minnesota, United States",squamatologist,2,https://www.inaturalist.org/observations/107494915
147358840,2012-06-12,research,45.005927,-92.944087,24255,Pseudacris maculata,Boreal Chorus Frog,Amphibia,species,"8211 Lake Jane  Trail North, Lake Elmo, MN",hedlujd,2,https://www.inaturalist.org/observations/147358840
149500277,2012-10-09,research,45.005951,-92.94405,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"8211 Lake Jane Trail N, Lake Elmo, MN 55042, USA",hedlujd,3,https://www.inaturalist.org/observations/149500277
193404823,2012-05-18,research,46.975354759,-95.6234872341,66012,Lithobates sylvaticus,Wood Frog,Amphibia,species,"Sugar Bush Township, MN, USA",filee14,2,https://www.inaturalist.org/observations/193404823
193410912,2012-05-18,research,46.9732757184,-95.6206474453,66012,Lithobates sylvaticus,Wood Frog,Amphibia,species,"Sugar Bush Township, MN, USA",filee14,2,https://www.inaturalist.org/observations/193410912
205194422,2012-08-13,research,48.0601277778,-92.0825361111,65982,Lithobates clamitans,Green Frog,Amphibia,species,"St Louis County, MN, USA",wblack6289,3,https://www.inaturalist.org/observations/205194422
205194423,2012-08-14,research,48.0601277778,-92.0825361111,65982,Lithobates clamitans,Green Frog,Amphibia,species,"St Louis County, MN, USA",wblack6289,3,https://www.inaturalist.org/observations/205194423
209250138,2012-10-13,research,44.5122048268,-94.5908225054,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Minnesota, US",taylorse,5,https://www.inaturalist.org/observations/209250138
220471194,2012-09-11,research,47.3464478293,-95.1645808734,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"La Salle Lake State Recreation Area, Solway, MN, US",schmint,3,https://www.inaturalist.org/observations/220471194
238833822,2012-06-19,research,45.373083256,-96.3266058639,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Otrey Township, MN, USA",a-geoman,3,https://www.inaturalist.org/observations/238833822
240685050,2012-10-14,research,45.2215058546,-93.1388524604,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"Minnesota, US",ericeae,4,https://www.inaturalist.org/observations/240685050
241154204,2012-03-20,research,45.3002991165,-93.0699648501,52354,Ambystoma laterale,Blue-spotted Salamander,Amphibia,species,"Minnesota, US",ericeae,2,https://www.inaturalist.org/observations/241154204
242709884,2012-08-05,research,45.2783791156,-93.2307501555,65982,Lithobates clamitans,Green Frog,Amphibia,species,"Minnesota, US",ericeae,2,https://www.inaturalist.org/observations/242709884
254036539,2012-06-08,research,45.2395053727,-93.3425045287,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254036539
254036544,2012-06-17,research,45.209247307,-93.3384148253,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254036544
254036545,2012-06-08,research,45.3029569629,-93.308208145,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota, US",carissab,1,https://www.inaturalist.org/observations/254036545
254036553,2012-06-30,research,45.291066427,-93.398518548,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota, US",carissab,2,https://www.inaturalist.org/observations/254036553
342019718,2012-06-16,research,46.8622138139,-96.46740629,66012,Lithobates sylvaticus,Wood Frog,Amphibia,species,"Clay County, MN, USA",arognlie,2,https://www.inaturalist.org/observations/342019718
316801,2013-06-30,research,44.955064,-93.327885,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,minneapolis,loarie,1,http://www.inaturalist.org/observations/316801
330593,2013-06-24,research,47.663037,-92.274989,66012,Lithobates sylvaticus,Wood Frog,Amphibia,species,"W Salo Rd, Embarrass, Minnesota, US",twirpzincski,1,http://www.inaturalist.org/observations/330593
375003,2013-08-23,research,43.719189,-91.978044,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota Memorial Hardwood State Forest, Lanesboro, Minnesota, US",lmnelson,1,http://www.inaturalist.org/observations/375003
375433,2013-07-05,research,47.890046,-90.876874,65982,Lithobates clamitans,Green Frog,Amphibia,species,"Sawbill Lake, MN",hselen,2,http://www.inaturalist.org/observations/375433
381861,2013-08-26,research,43.766917,-91.995197,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota Memorial Hardwood State Forest, Chatfield, Minnesota, US",lmnelson,1,http://www.inaturalist.org/observations/381861
382825,2013-08-30,research,43.761745,-92.008465,24268,Pseudacris crucifer,Spring Peeper,Amphibia,species,"Minnesota Memorial Hardwood State Forest, Lanesboro, Minnesota, US",toddnoel91,1,http://www.inaturalist.org/observations/382825
382828,2013-08-30,research,43.761745,-92.008465,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota Memorial Hardwood State Forest, Lanesboro, Minnesota, US",toddnoel91,1,http://www.inaturalist.org/observations/382828
396563,2013-09-11,research,43.759001,-92.005503,64968,Anaxyrus americanus,American Toad,Amphibia,species,"Minnesota Memorial Hardwood State Forest, Lanesboro, Minnesota, US",toddnoel91,3,http://www.inaturalist.org/observations/396563
404537,2013-09-06,research,46.725917,-92.155809,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,Grassy Point Trail,bouteloua,2,http://www.inaturalist.org/observations/404537
404984,2013-09-06,research,46.726122,-92.156461,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,Grassy Point Trail,bouteloua,1,http://www.inaturalist.org/observations/404984
404986,2013-09-06,research,46.726186,-92.156488,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,Grassy Point Trail,bouteloua,2,http://www.inaturalist.org/observations/404986
427602,2013-10-13,research,47.542401,-94.522016,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"Pimushe Lake, MN",elhaase,1,http://www.inaturalist.org/observations/427602
478132,2013-08-21,research,43.7571666667,-92.0036666667,65982,Lithobates clamitans,Green Frog,Amphibia,species,"Minnesota Memorial Hardwood State Forest, Lanesboro, Minnesota, US",bwiessner,2,http://www.inaturalist.org/observations/478132
503092,2013-08-10,research,43.9601666667,-92.3568333333,64968,Anaxyrus americanus,American Toad,Amphibia,species,"4000–4270 60th Ave SE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/503092
503945,2013-08-15,research,44.031,-92.4313333333,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"1451–1713 Silver Creek Rd NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/503945
504327,2013-08-14,research,43.9755,-92.3711666667,1668923,Dryophytes versicolor,Gray Treefrog,Amphibia,species,"5455 Eisenhower Ln SE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504327
504355,2013-08-14,research,43.9755,-92.371,64968,Anaxyrus americanus,American Toad,Amphibia,species,"5455 Eisenhower Ln SE, Rochester, Minnesota, US",chrispherp,2,http://www.inaturalist.org/observations/504355
504356,2013-08-14,research,43.9753333333,-92.3711666667,64968,Anaxyrus americanus,American Toad,Amphibia,species,"5455 Eisenhower Ln SE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504356
504875,2013-08-11,research,44.0211666667,-92.3951666667,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"4185 Horseshoe Ct NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504875
504879,2013-08-11,research,44.0216666667,-92.3961666667,64968,Anaxyrus americanus,American Toad,Amphibia,species,"4142 Horseshoe Ct NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504879
504896,2013-08-11,research,44.016652,-92.388445,26749,Ambystoma tigrinum,Eastern Tiger Salamander,Amphibia,species,"4446–4998 Collegeview Rd E, Rochester, Minnesota, US",chrispherp,2,http://www.inaturalist.org/observations/504896
504907,2013-08-11,research,43.9755,-92.371,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"5455 Eisenhower Ln SE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504907
504911,2013-08-09,research,43.9755,-92.3711666667,64968,Anaxyrus americanus,American Toad,Amphibia,species,"5455 Eisenhower Ln SE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504911
504914,2013-08-08,research,43.9756666667,-92.3715,64968,Anaxyrus americanus,American Toad,Amphibia,species,"5455 Eisenhower Ln SE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504914
504917,2013-08-08,research,43.9755,-92.3711666667,24255,Pseudacris maculata,Boreal Chorus Frog,Amphibia,species,"5455 Eisenhower Ln SE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504917
504923,2013-08-08,research,44.0301666667,-92.431,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"701 Silver Creek Rd NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504923
504929,2013-08-08,research,44.0308333333,-92.4311666667,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"701 Silver Creek Rd NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504929
504943,2013-08-08,research,44.031,-92.4311666667,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"701 Silver Creek Rd NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504943
504945,2013-08-08,research,44.031,-92.4311666667,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"701 Silver Creek Rd NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504945
504948,2013-08-08,research,44.03,-92.4318333333,66003,Lithobates pipiens,Northern Leopard Frog,Amphibia,species,"1451–1713 Silver Creek Rd NE, Rochester, Minnesota, US",chrispherp,1,http://www.inaturalist.org/observations/504948
